loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
1.3010457754135132,"[0.44023582339286804, 0.37613242864608765, 0.469098299741745, 0.0, 0.0, 0.3474612832069397]",0.27215465903282166,"[0.8705897927284241, 0.8751659393310547, 0.8307048678398132, 0.957321286201477, 0.9573997855186462, 0.5942143797874451]",0.8475659489631653,"[0.5978383421897888, 0.6566069722175598, 0.83704674243927, nan, 0.0, 0.4027974605560303]",,"[0.6254624724388123, 0.4682399332523346, 0.5162428617477417, 0.0, 0.0, 0.7166500091552734]",0.38776588439941406,"[0.6113384962081909, 0.5466514825820923, 0.6386207342147827, nan, nan, 0.5157273411750793]",
