loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
0.9309519529342651,"[0.4448222219944, 0.5512047410011292, 0.4253351390361786, 0.0, 0.42142871022224426, 0.36501556634902954]",0.36796772480010986,"[0.8981627225875854, 0.7803178429603577, 0.9357298016548157, 0.9923588633537292, 0.9310854077339172, 0.7026020288467407]",0.8733761310577393,"[0.7872843146324158, 0.6475002765655518, 0.5175833106040955, nan, 0.5878063440322876, 0.5654082894325256]",,"[0.5055867433547974, 0.7875213623046875, 0.7047061324119568, 0.0, 0.5982149243354797, 0.5073628425598145]",0.5172320604324341,"[0.6157466769218445, 0.7106795907020569, 0.5968211889266968, nan, 0.5929649472236633, 0.53481525182724]",
0.8685770630836487,"[0.47984546422958374, 0.5685872435569763, 0.45089438557624817, 6.1238692978804465e-06, 0.47248560190200806, 0.38034284114837646]",0.39202696084976196,"[0.9049974083900452, 0.792026162147522, 0.9398017525672913, 0.9923588633537292, 0.9390475153923035, 0.7141783237457275]",0.880401611328125,"[0.8047976493835449, 0.6627695560455322, 0.5398869514465332, 0.4554455578327179, 0.6331266760826111, 0.585288941860199]",0.6135525703430176,"[0.5430485606193542, 0.8000480532646179, 0.7322923541069031, 6.123913863120833e-06, 0.6506164073944092, 0.5206573009490967]",0.5411114692687988,"[0.6485074758529663, 0.7249673008918762, 0.621539831161499, 1.2247664017195348e-05, 0.6417523622512817, 0.551084578037262]",0.5750596523284912
0.8414488434791565,"[0.4890931248664856, 0.5777595043182373, 0.4579388201236725, 0.001396633917465806, 0.48674067854881287, 0.39116063714027405]",0.40068158507347107,"[0.9070703387260437, 0.7986806035041809, 0.9402362108230591, 0.992362916469574, 0.9406708478927612, 0.7213788628578186]",0.8833999633789062,"[0.8126803040504456, 0.6724503040313721, 0.5414972305297852, 0.6161971688270569, 0.6397602558135986, 0.5973203778266907]",0.6466509103775024,"[0.5512362122535706, 0.8040361404418945, 0.7479619979858398, 0.0013978498755022883, 0.6705124974250793, 0.531250536441803]",0.5510659217834473,"[0.6569006443023682, 0.732379674911499, 0.6282002925872803, 0.0027893721126019955, 0.6547755002975464, 0.5623515248298645]",0.5950443148612976
