0,1,2,3,4,5
13964771,982446,594246,0,38875,5748025
248378,16050059,1297312,0,319488,3152737
867631,67695,34253736,0,3373,2787132
92947,390166,2976224,0,5362,2129283
89495,809514,694696,0,2558874,1431112
4555141,4866645,10851806,0,335178,18909653
