loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
0.8392874598503113,"[0.5606461763381958, 0.5210039019584656, 0.5196499228477478, 0.032488804310560226, 0.46478572487831116, 0.42606207728385925]",0.4207727611064911,"[0.9046104550361633, 0.7962462902069092, 0.9558907151222229, 0.9918559193611145, 0.9320289492607117, 0.726364016532898]",0.8844994306564331,"[0.6859576106071472, 0.7280844449996948, 0.662353515625, 0.2604718506336212, 0.5780529975891113, 0.5923094153404236]",0.5845383405685425,"[0.7542387843132019, 0.646870493888855, 0.7069113254547119, 0.03579014912247658, 0.7034408450126648, 0.6028566360473633]",0.575018048286438,"[0.718479573726654, 0.6850789785385132, 0.6839074492454529, 0.06293299049139023, 0.6346125602722168, 0.5975364446640015]",0.5797390937805176
0.7789866328239441,"[0.5831623077392578, 0.5701397657394409, 0.5526183247566223, 0.0637924075126648, 0.5071815848350525, 0.45687058568000793]",0.45562753081321716,"[0.9111368656158447, 0.8206738233566284, 0.960146427154541, 0.9916737079620361, 0.9399136304855347, 0.7480050325393677]",0.8952583074569702,"[0.7058922052383423, 0.7613236308097839, 0.695237398147583, 0.31174758076667786, 0.6193044781684875, 0.6253076791763306]",0.6198021769523621,"[0.7703319191932678, 0.694225549697876, 0.7292831540107727, 0.07424939423799515, 0.7369382381439209, 0.6290926933288574]",0.6056868433952332,"[0.7367056012153625, 0.7262279987335205, 0.7118535041809082, 0.11993394047021866, 0.6730198860168457, 0.6271944642066956]",0.612663209438324
0.7350689768791199,"[0.6015681028366089, 0.6059950590133667, 0.5651671290397644, 0.07871215045452118, 0.5361499190330505, 0.48064863681793213]",0.4780401587486267,"[0.9162362813949585, 0.8384460210800171, 0.9617005586624146, 0.9916258454322815, 0.9447252154350281, 0.7635630369186401]",0.9027161598205566,"[0.7213771939277649, 0.7865688800811768, 0.7075375914573669, 0.33063167333602905, 0.6444198489189148, 0.649077832698822]",0.6399354934692383,"[0.783646821975708, 0.7252505421638489, 0.737443745136261, 0.09363291412591934, 0.7614020705223083, 0.6494035720825195]",0.6251299381256104,"[0.7512238621711731, 0.7546662092208862, 0.7221812009811401, 0.1459372639656067, 0.6980437636375427, 0.6492406129837036]",0.6324460506439209
