loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
1.4379569292068481,"[0.16130463778972626, 0.3306247889995575, 0.00025604103575460613, 0.0001710066426312551, 0.0005968008772470057, 0.25076574087142944]",0.12395317852497101,"[0.8308435082435608, 0.5778094530105591, 0.9322736263275146, 0.992113471031189, 0.9155239462852478, 0.5409754514694214]",0.7982565760612488,"[0.4466598927974701, 0.41988006234169006, 0.06698118895292282, 0.005437211599200964, 0.07577412575483322, 0.35783636569976807]",0.2287614792585373,"[0.20158810913562775, 0.6086634397506714, 0.0002569574862718582, 0.0001765284687280655, 0.0006011769874021411, 0.4559522569179535]",0.21120642125606537,"[0.2777985632419586, 0.4969462454319, 0.0005119434208609164, 0.00034189390134997666, 0.001192874158732593, 0.40097904205322266]",0.21963322162628174
1.2758187055587769,"[0.335688978433609, 0.4270573556423187, 0.000274212914519012, 8.087872629403137e-06, 0.11614006012678146, 0.3045264780521393]",0.19728253781795502,"[0.851691484451294, 0.6936096549034119, 0.932357132434845, 0.9923278093338013, 0.9158777594566345, 0.5963824987411499]",0.8303744196891785,"[0.5477943420410156, 0.5430606007575989, 0.10433732718229294, 0.001988201169297099, 0.4952768087387085, 0.4206601679325104]",0.35218629240989685,"[0.46437209844589233, 0.6665818691253662, 0.0002748599217738956, 8.120842721837107e-06, 0.13173110783100128, 0.5245019197463989]",0.297911673784256,"[0.5026448965072632, 0.598514199256897, 0.0005482702399604023, 1.6167516150744632e-05, 0.20810984075069427, 0.46687617897987366]",0.32278287410736084
