loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
0.9645921587944031,"[0.5056927800178528, 0.4178086221218109, 0.4032634496688843, 0.0013376051792874932, 0.45028042793273926, 0.3373169004917145]",0.35261663794517517,"[0.8825145363807678, 0.7454235553741455, 0.9361729621887207, 0.9922729730606079, 0.926876962184906, 0.6672965884208679]",0.8584262728691101,"[0.6117164492607117, 0.6586941480636597, 0.5222493410110474, 0.0971088781952858, 0.5494868755340576, 0.506350576877594]",0.49093443155288696,"[0.7447453737258911, 0.5332522988319397, 0.6389880180358887, 0.0013544500106945634, 0.7137971520423889, 0.5025997161865234]",0.522456169128418,"[0.671707808971405, 0.5893723964691162, 0.5747508406639099, 0.002671636641025543, 0.6209564805030823, 0.5044682025909424]",0.5062050819396973
0.8310970664024353,"[0.5627365708351135, 0.5103359222412109, 0.5137491822242737, 0.029847174882888794, 0.5083884000778198, 0.406179815530777]",0.4218728542327881,"[0.9048016667366028, 0.7909232974052429, 0.954339861869812, 0.9916782975196838, 0.9379856586456299, 0.7155290842056274]",0.8825429677963257,"[0.6850442290306091, 0.7208764553070068, 0.6463112235069275, 0.2146756500005722, 0.602935254573822, 0.5779375433921814]",0.574630081653595,"[0.7591453790664673, 0.6360136270523071, 0.7146772742271423, 0.033505529165267944, 0.7642646431922913, 0.5774762034416199]",0.5808471441268921,"[0.7201937437057495, 0.6757912635803223, 0.6787770986557007, 0.057964276522397995, 0.674081563949585, 0.5777068138122559]",0.5777218341827393
0.7594519853591919,"[0.5818110704421997, 0.5717807412147522, 0.5578272938728333, 0.07546669244766235, 0.544952392578125, 0.45010659098625183]",0.4636574685573578,"[0.9101973176002502, 0.8222305178642273, 0.9604079723358154, 0.9912511110305786, 0.9453707933425903, 0.7449150681495667]",0.8957288265228271,"[0.7007447481155396, 0.7659574747085571, 0.693859875202179, 0.281595915555954, 0.644158661365509, 0.6219245791435242]",0.6180402040481567,"[0.7741628289222717, 0.69282466173172, 0.7399424910545349, 0.09346064180135727, 0.7796602249145508, 0.6196615695953369]",0.6166187524795532,"[0.7356264591217041, 0.7275578379631042, 0.7161606550216675, 0.14034222066402435, 0.7054617404937744, 0.6207910180091858]",0.6173286437988281
0.7094545960426331,"[0.5986884832382202, 0.6088017225265503, 0.5726333856582642, 0.11833339184522629, 0.5797271132469177, 0.479040265083313]",0.4928707480430603,"[0.9145388603210449, 0.8403567671775818, 0.9624905586242676, 0.9910434484481812, 0.9513943791389465, 0.763679027557373]",0.9039171934127808,"[0.712007462978363, 0.791414737701416, 0.7126361727714539, 0.3231793940067291, 0.6786956191062927, 0.6506533622741699]",0.6447645425796509,"[0.7899904847145081, 0.7251574397087097, 0.7445586323738098, 0.15732069313526154, 0.7990188598632812, 0.6449156403541565]",0.64349365234375,"[0.7489745616912842, 0.7568386793136597, 0.7282477617263794, 0.21162454783916473, 0.7339586019515991, 0.6477718353271484]",0.6441284418106079
0.6697445511817932,"[0.6213006973266602, 0.6358557343482971, 0.5914560556411743, 0.16647881269454956, 0.6077537536621094, 0.5014100074768066]",0.5207091569900513,"[0.9207737445831299, 0.8533800840377808, 0.9646532535552979, 0.9907981157302856, 0.9559342265129089, 0.7771861553192139]",0.910454273223877,"[0.731045663356781, 0.8100509643554688, 0.72906494140625, 0.35097256302833557, 0.7060132622718811, 0.6708590388298035]",0.6663343906402588,"[0.8053974509239197, 0.7472760677337646, 0.7580795288085938, 0.24052657186985016, 0.8136700987815857, 0.6650042533874512]",0.671658992767334,"[0.7664225101470947, 0.7773983478546143, 0.7432891726493835, 0.28543820977211, 0.7560283541679382, 0.6679188013076782]",0.6689860820770264
