0,1,2,3,4,5
6245471,1157644,95410,0,7349,13822489
98254,13039883,79227,0,417277,7433333
152191,18416,26408700,0,3476,11396784
19967,139003,1233219,0,5344,4196449
23786,731954,7088,0,1703187,3117676
1816699,3967696,3526565,0,81980,30125483
