epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.6666738390922546,2.6680869069650726e-08,1.3340841320541585e-08,0.5659865736961365,2.6680869069650726e-08,2.6680869069650726e-08
