epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7626032829284668,0.2878090441226959,0.21780328452587128,0.8057090640068054,0.2878090441226959,0.2878090441226959
