epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.8839847445487976,0.6519543528556824,0.5884177684783936,0.6282452940940857,0.6519543528556824,0.6519543528556824
