epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7488285303115845,0.24648645520210266,0.17846715450286865,0.8228257298469543,0.24648645520210266,0.24648645520210266
