epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7558650374412537,0.26759353280067444,0.17686580121517181,0.7881917953491211,0.26759353280067444,0.26759353280067444
