epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.666969358921051,0.0009051004890352488,0.00045463049900718033,273431.0,0.0009051004890352488,0.0009051004890352488
