epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7256690859794617,0.1770077347755432,0.10196933895349503,0.7911181449890137,0.1770077347755432,0.1770077347755432
