epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.707764744758606,0.12329594790935516,0.06838057190179825,0.8042203187942505,0.12329594790935516,0.12329594790935516
