epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7636985182762146,0.2910967767238617,0.24554160237312317,0.5519915223121643,0.2910967767238617,0.2910967767238617
