epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7422275543212891,0.2266806811094284,0.13785305619239807,0.8023809790611267,0.2266806811094284,0.2266806811094284
