epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7222363352775574,0.16670997440814972,0.10152597725391388,0.7927461862564087,0.16670997440814972,0.16670997440814972
