epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall
0,0,0.7289538979530334,0.1868600845336914,0.11374536156654358,0.7885175943374634,0.1868600845336914,0.1868600845336914
